num,text,label
477,"SÜLEYMAN EKİN Antalya DHA Facebook’ta ‘Sosyal Sorumluluk Projesi Gönüllüleri’ adlı bir sayfa açan ve bugüne kadar çok sayıda <ihtiyaç sahibine> ulaşan Doğan Elden, Ali Şahin’in hayallerinin gerçekleşmesine öncülük etti. Çocuğunun uzun bir aradan sonra böyle içten güldüğüne tanıklık ettiğini söyleyen anne Hediye Şahin, ""Mutluluktan bir şey diyemi - yorum"" dedi. Minik Ali Şahin ise artık okyulda kimsenin kendisiyle dalga geçmeyeceğini söyleyerek ""Çok mutluyum"" dedi. Etiketler: Antalya , Facebook",0
814,"Ünlü oyuncu Şafak Sezer'in , yaklaşık bir hafta önce İstanbul'daki evinde sinir krizi geçirdiği iddia edildi. Posta'da yer alan habere göre; Bağcılar’daki Medipol Hastanesi’ne kaldırıldığı öne sürülen Şafak Sezer'in hastaneyi birbirine kattığı ve etrafına küfürler yağdırdığı iddia edildi. Sakinleştirici ile <uyutulan> Sezer'in, ruhsal hastalıklara bakan Fransız Lape Hastanesi’ne sevk edildiği ileri sürüldü. Şafak Sezer, Kolpaçino serisinin son filmi 'Kolpaçino 3. Devre’de başrol oynamıştı.",0
103,"* Soma maden faciasının birinci yıldönümünde, yalnız bırakılan çocukların travması daha yeni başlıyor. * Karikatürist Selçuk Erdem: Biz de sürekli Erdoğan çizmeye bayılmıyoruz. * Kapanmayan inşaat iştahı nedeniyle, İstanbul’un Karadeniz kıyısındaki 50 köy daha tarihe karışmayı <bekliyor>. * The Avengers’ın gişe rekoru bir kez daha ilan etti: Sinemadan para kazanmak istiyorsan süper kahramanın olacak.",0
201,"""<Dört  kollu>, koca göbekli, bir dişi kırık fil başlı tanrının imajındaki  her öğe; temsil ettiği vasıflar, sıfatlar ve unsurlar felsefi derinliğiyle  insanı büyüleyecek niteliktedir.""",0
536,"Saldırının kınandığı, birlik ve beraberlik çağrısı yapılan açıklama şöyle: ""Ankara’da bugün meydana gelen terör saldırısını şiddetle kınıyor, hayatını <kaybedenlere> Allah’tan rahmet, yaralılara acil şifalar diliyoruz. Demokratik hukuk devletine, milletimizin birlik ve dirliğine kasteden bu hain saldırı karşısında insanımızın sağduyuyla ve her zamankinden daha güçlü şekilde dayanışma içinde olacağına inanıyoruz. Milletimizin başı sağolsun.""",1
499,"IHA Eskişehir’in Beylikova ilçesinde engelli 12 vatandaşa tekerlekli sandalye dağıtıldı. Belediye tarafından belirlenen 12 yürüme zorluğu çeken <ihtiyaç sahiplerine> tekerlekli sandalye verildi. Vatandaşlara tekerlekli sandalye dağıtan Belediye Başkan Vekili Ersin Kaya, belediye tarafından araştırarak vatandaşları tespit ettiklerini ve bunun üzerine tekerlekli sandalyeleri ihtiyaç sahiplerine verdiklerini söyledi. Etiketler: Eskişehir , Eskişehir Haberleri « önceki haber sonraki haber »",0
820,"İstanbul Beşiktaş ’ta geçirdiği beyin kanaması sonucu Amerikan Hastanesi’nde 16 gündür <uyutulan> Kenan Işık’tan dün sevindirici haber geldi. Ünlü tiyatrocunun vücudu tepkiler vermeye başladı. Bu yüzden yaşam desteği azaltıldı. Ancak Işık, beyni yormamak ve acele etmemek için bir süre daha uyandırılmayacak. Eşi Beril Işık, ""Tespit edilen bu son durum bizi çok mutlu etti. İnşallah gülen yüzünü yine gösterecek"" dedi.",0
543,"Diyarbakır’ın Lice ilçesindeki izinsiz gösterilerde iki kişinin hayatını <kaybetmesi> üzerine, İçişleri Bakanlığınca, kapsamlı soruşturma için mülkiye müfettişleri görevlendirildi. İçişleri Bakanlığından yapılan açıklamada, Diyarbakır’ın Lice ilçesinde çıkan olaylarda iki kişinin hayatını kaybettiği, bir askerin de yaralandığı hatırlatıldı. Açıklamada, ""Konunun kapsamlı bir şekilde soruşturulması için Bakanlığımızca mülkiye müfettişleri görevlendirilmiştir"" denildi.",1
684,Özellikle hanımlarda <muayyen günlere>  yakın veya hamileliğin ilk üç ayında ağrılar artabilir.,1
632,"Kartaltepe Mahallesi Kendirli Sokak'ta terk edilmiş bir eve giren ve <madde> bağımlısı olduğu belirtilen kişi, burada ateş yaktı. Bu kişinin kullandığı uçucu maddenin tutuşması sonucu evde yangın çıktı. Olay yerine gelen itfaiye ekipleri, yangını kısa sürede söndürürken, üzerinde kimliğini belirlemeye yarayacak herhangi bir belge çıkmayan ve çevrede ""Hüseyin"" olarak tanınan kişinin cesedine ulaştı. Ceset, gerekli incelemelerin yapılabilmesi için Adli Tıp Kurumu morguna kaldırıldı.",1
878,"Katar'da bir araya gelen Nesli Tehlikede Olan Yabani Hayvan ve Bitki Türlerinin Uluslararası Ticaretine İlişkin Sözleşmeye (CİTES) üye 175 ülkeye Monako tarafından sunulan tasarıya sadece ABD, Norveç ve Kenya koşulsuz destek verirken, Japonya, Kanada ve çok sayıda <yoksul> ülke ise balıkçılığa dayalı ekonomilere zarar verebileceği gerekçesiyle karşı çıktı. AB de yasağın yürürlüğe girmesinin, Mayıs 2011 tarihine kadar ertelenmesini talep etti.",1
733,<Seks işçisi> kadınlar özellikle lüks otellerin barlarında ve lokantalarında batılı erkeklerle birlikte  oluyorlar.,1
429,"Dursun büyük bir sitede bekçilik yapan bir adamdır. Bir <hayat kadınıyla>, onun AİDS olduğunu bilerek beraber olur. Site yöneticisi hastalığını öğrenince işine son verir. O da ölümü beklemek yerine ölüme gitmeyi tercih eder. Deniz kıyısında bir çuval taşa bağlı şekilde hayatına son verecekken taş onu yeniden hayata bağlar. Dursun zamanla bir seri katile dönüşür. Bir süre sonra işlediği cinayetlerinde ona bir haz vermediğini anlar. Etiketler: seri katil , katil , bekçi , Bir ,",1
552,"Mamak Doğukent Caddesi'nde yapımı devam eden bir alışveriş merkezinin inşaatında meydana gelen kazada, işçi Yakup Işık (33) ağır yaralandı. Ankara Eğitim ve Araştırma Hastanesine kaldırılan Işık, burada yaşamını <kaybetti>. Kazanın, yükleme yapan vinçteki malzemenin Yakup Işık'ın üzerine düşmesi sonucu meydana geldiği bildirildi. Olayla ilgili Ankara Cumhuriyet Savcılığı soruşturma başlattı. Vinç operatörü Şaban D. gözaltına alındı.",1
343,"Demet Akalın, <göğsündeki> kist nedeniyle ameliyat olan ünlü modacı Nur Yerlitaş’ı hastanede ziyaret etti. Göğsünde kist tespit edilen ünlü modacı Nur Yerlitaş, ameliyat oldu. Ünlü modacıyı hastanede ziyaret eden Demet Akalın, Nur Yerlitaş’ın fotoğrafını İnstagram hesabından paylaştı. Akalın, fotoğrafın altına şunları yazdı: ""Serdar hocamla, Nurellam kontrolde. O kötü kelimeyi lütfen yazmayın, morali bozuluyor Nurumun. Her şey çok güzel olacak, dostları yanında.""",0
2,"Kanada’da <akıl hastası> adam önüne geleni bıçakladı.Kanada’nın Toronto şehrinde dehşet veren bir olay yaşandı. Kaldırımda korkutucu bir şekilde yürüyen akıl hastası şahıs, önce bir adamı, ardından da kadını bıçakladı. Yaralanan kişiler hemen hastaneye kaldırılırken, saldırgan ise kısa süre içinde yakalandı. Etiketler: Kanada",1
612,"Özgecan'ın annesi Cumhurbaşkanı Erdoğan'a gösterdikleri ilgi ve alakadan dolayı teşekkür etti. Cumhurbaşkanı Erdoğan ve eşi Emine Erdoğan, Mersin'de hunharca bir cinayete <kurban giden> üniversite öğrencisi Özgecan Aslan'ın ailesini telefonla arayarak taziyelerini iletmiş, cinayeti kınamıştı.",1
478,"Beşiktaş Belediyesi’nin organize ettiği proje, Anadolu ’daki okulların kütüphanelerini zenginleştirmeyi amaçlıyor. Bu kapsamda, müzikali izlemeye gelenlerden bilet yerine kucak dolusu Kitap getirmeleri isteniyor. Uygur Kardeşler, ""Kitaplar <ihtiyaç sahibi> çocuklara gideceği için çok mutluyuz"" dedi.",0
472,"MUSTAFA OĞUZ DHA İşletmeci Yusuf Demir, askıdaki ekmekleri almaya sadece bu semtte oturan <ihtiyaç sahiplerinin> değil semtte yoğun olan Suriyeli sığınmacıların da geldiğini belirtti. Demir, ""Ekmek sayısı toplam 16 bin 650’ye ulaştı"" dedi. Etiketler: İzmir",1
785," - Şaşı sıçan Heidi gözlerini sonsuza dek kapattı ANKARA (A.A)  -  28.09.2011  -  Şaşı gözleri ve sevimli ifadesiyle tüm dünyada ilgi gören sıçan Heidi öldü. Aşırı yaşlılıktan artık hiç hareket edemez hale gelen 3,5 yaşındaki Heidi, daha fazla acı çekmesini istemeyen bakıcıları tarafından <uyutuldu>. İnternetteki bir sosyal paylaşım sitesinde görüntülerinin yayımlanmasının ardında bir dünya yıldızına dönüşen sevimli hayvan, oyuncaklara ilham vermiş, hatta Oscar töreninin ""şeref konuğu"" olmuştu.",1
400,"""Safevi devleti Alevi inancının  resmi olarak tanındığı, gelişmesinin desteklendiği, hatta örgütlendirildiği bir devlettir,  önemi de buradadır Şah İsmail’in <Hakka yürümesinden> (1504) sonra yerine  oğlu 1.Tahmasp geçti.""",1
222,"Ukrayna makamları, kalkan balığının Türk balıkçılar tarafından büyük rağbet gördüğünü, bu nedenle, kalkan balığının yumurtlama dönemi olan Mart -  Haziran aylarında, çok sayıda Türk balıkçı teknesinin, Karadeniz'in kuzey sahillerine, özellikle Ukrayna'nın münharı <ekonomik> bölgesine akın ettiğini bildiriyor. Haberin devamı, Avrasya Haber Portalı'nda",0
604,"Rusya Parlamentosu Alt Meclisi Duma'da kabul edilen yasaya göre, Rus internet sitelerinde alkol reklamı yayınlanması yasaklanacak. Basın ve reklam şirketleri arasındaki anlaşmalar yıllık yapıldığı için, yasanın 1 Ocak 2013 tarihinde yürürlüğe girmesi planlanıyor. Yasaya karşı çıkan gruplar, alkol reklamlarının yabancı internet sitelerine kayacağını ve gelir <kaybına> yol açacağını savunuyor.",0
325,"Karşılaşmanın 42.dakikasında Emre Öztürk ile girdiği hava topu mücadelesinde yere ters basan Salih Dursun, acı içinde yerde kaldı. Salih Dursun'un kaburgasını tuttuğu görülürkeni yıldız futbolcu maça devam edemedi. Ciddi bir sakatlık geçiren Salih'e ambulansla hastaneye kaldırıldı. Salih'in sağlık ekibine nefes almakta güçlük çektiğini belirttiği ve ilk müdahalenin ambulansta yapıldığı açıklandı. Oyuncunun <göğüs> travması geçirdiği öğrenildi.",0
383,Lâkin kovan gün yüzüne çıkamadan Şerif bey de <Hakkın rahmetine kavuştu> .,1
744,"ABD’nin ilk <siyahi> Başkanı Barack Obama’yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi Amerikalı Washington’da gösteri yaptı. Başta Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Obama’ya yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama’yı, ""Washington’un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor. Etiketler: ABD",1
158,"Amerikan medyasında çıkan haberlerde, 23 yaşındaki İsrailli manken Bar Rafaeli' nin babası, kızının farklı dinden birisiyle evlenmesine yasak getirdiği belirtildi. Bar Rafaeli'nin babası, 34 yaşındaki aktör Leonardo Di Caprio'nun  Yahudiliğe geçmezse evliliğin olmayacağını kaydetti. Dicaprio, bir süre önce, 2005'ten bu yana <birlikte olduğu> Rafaeli ile evlenmek istediğini söylemişti.",0
394,"Diriliş Ertuğrul' dizisinde rol alan Nurettin Sönmez, aldığı acı haberle sarsıldı. Başarılı oyuncunun babası Ümit Sönmez hayatını kaybetti. Aynı dizide 'Abdurrahman Alp' rolünü canlandıran Celal Al, vefat haberini Twitter hesabından duyurdu. Nurettin Sönmez ağabeyimizin Babaları Ümit Sönmez(Merhum) amcamız <hakkın rahmetine kavuşmuştur>. Duâ ve niyâzlarınızda amcamızıda anarmısınız pic.twitter.com / UytouF3UQ5 — CELAL AL ???? (@celalalnebioglu) 25 Ocak 2017",1
44,"""Ki  kendisi dünyaca ünlü sosyolog Niyazi Berkes’in küçük kardeşidir… Eğer <aybaşı> ise oralarda  çarşıdaki binalarının kirasını toplamaya gelmiş Mehmet Hacımolla’ya da rastlayacaksınız, yanınmda yüzünden  nur ve güven akan eniştesi Sami Hoca Efendi ile birşeyler konuşarak,  yokuş aşağı eve gitmektedirler.""",0
459,"RADİKAL -  Sümer Tilmaç'ın ölümü ailesi, hayranları ve dostlarını yasa boğdu. 67 yaşında <hayata gözlerini yuman> sanatçı, Sedat Peker'in Esma Sultan Yalısı'ndaki düğününe katılmıştı. Burada kalp krizi geçiren usta oyuncu, kurtarılamadı. Düğünde objektiflere takılan Tilmaç, son kez böyle görüntülendi.",1
357,"AA Alınan bilgiye göre, Buldan <Göğüs> Hastalıkları Hastanesine soğuk algınlığı ve üşütme şikayetiyle gelen 85 yaşındaki Cennet E, tedavi gördüğü hastanede yaşamını yitirdi. Yapılan tetkiklerde, Cennet E’nin ""domuz gribi"" olarak bilinen H1N1 virüsü taşıdığı tespit edildi. Böylelikle, Denizli ’de domuz gribinden ölen kişi sayısı ikiye çıktı. Daha önce de Pamukkale Üniversitesi’nde Saadet E. (59) isimli kadın hasta H1N1 virüsü nedeniyle yaşamını yitirmişti. Etiketler: H1N1 , Denizli , Pamukkale",0
787,"Liv Hospital Başhekimi Op. Dr. Adil Tanık, ""Oya Hanım'ın kanaması durdu. Tansiyonu kabul edilebilir seviyeye indirildi. Ama beyninde aşırı ödem, sol tarafında güç kaybı var. 48 saat daha <uyutulacak>"" dedi. Prof. Dr. Ahmet Özkara da ""Aort damarı yırtıkları ölüme yol açabilir. Hastamızın hemen buraya ulaştırılması yaşama şansını artırmıştır"" diye konuştu.",0
686,"""Davetiyede, dispeç ile müsbit vesikaların mahkeme kaleminde incelenebileceği ve çağırılanın  daha önce de dispeçe karşı mahkemede itirazda bulunabileceği <muayyen günde> gelmediği takdirde  dispeçe muvafakat etmiş sayılacağı yazılır.""",0
795,"AORT Damarı yırtılması sonucu kaldırıldığı hastanede 12 saat süren ameliyat geçiren oyuncu Oya Aydoğan’ın beyninde ödem tespit edildiği açıklandı. 48 saat daha <uyutulacak> olan oyuncunun durumunun ciddi olduğunu açıklayan hastane başhekimi Op. Dr. Adil Tanık, ""Beyin ödemi konusunda maalesef şu an sadece izleme aşamasındayız. İlerleyip ilerlemeyeceğini zaman gösterecek. Uyandırılıp uyandırılmaması buna bağlı"" dedi.",0
845,"Kemal Eczacısbaşı’nın eşi, bir çocuk annesi, İskeçe doğumlu Zerrin Eczacıbaşı (87) İzmir’deki evinde <vefat etti>. Yaşlılığa bağlı sağlık sorunları yaşadığı belirtilen Zerrin Eczacıbaşı’nın vefatı başta kızı Filiz Eczacıbaşı Sarper olmak üzere ailesi ve sevenleri üzdü. Zerrin Eczacıbaşı’nın cenazesi pazartesi günü öğle namazının ardından Alsancak Hocazade Camii’nden kaldırılacak.",1
473,"DENİZLİ AA İddianamede ""Eğitim gönüllüsü diğer kuruluşların ve dini referanslı yapıların aksine FETÖ / PDY, <ihtiyaç sahibi> olan öğrencileri değil, zeki ve başarılı öğrencileri hedef almış, hatta bu öğrencilere IQ testleri yaptırmıştır. Böylelikle örgütün devleti ele geçirme amacına ulaşmasına katkı sağlayacak kadrolaşma faaliyetlerinin önü açılmıştır"" denildii. Etiketler: eğitim , Denizli",1
417,"Kumarhane kralı Adelson’ın bağışının ortaya çıkmasının ardından Demokrat Parti’nin kampanya ekibi, Romney’yi Adelson hakkında ortaya atılan iddialardan yola çıkarak ‘Çinli <hayat kadınlarının> paralarını’ kabul etmekle itham etti. Demokrat Parti’nin bu açıklamasının ardından Adelson’ın avukatı harekete geçti. Avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, Demokratların özür dilemesi gerektiğini söyledi. Etiketler: Haber , Haberler , Mitt Romney , ABD",1
209,"Eski Başbakan Yardımcısı AKP Ankara Milletvekili adayı Ali Babacan, katıldığı Habertürk - Bloomberg HT ortak yayınında Koza İpek'e kayyum atanmasının tüm ekonomiye olumsuz etkisi olacağını düşünmediğini ifade etti. Babacan ülkedeki <ekonomik> durumu ise ""Bankacılık sisteminin gücü devam ediyor. Merkez Bankası gerektiği zaman gerekeni yapacaktır hissi biraz daha hakim olmaya başladı. Rüzgar sert esse de ekonomik temellerin sağlam durduğu değerlendiriliyor."" şeklinde",0
90,"Dışişleri Bakanlığı'ndan yapılan açıklamada şu ifadelere yer verildi: ""Rusya, Türkiye Cumhuriyeti ile turizm bağlarını tam anlamda yenilemeye hazır. Aynı zamanda Türkiye hükümetinden turizm amacıyla Türkiye'yi ziyaret eden Rus vatandaşlarının güvenliklerini sağlaması için gerekli önlemleri almasını <bekliyoruz>. Aynı zamanda turizm operatörleri ve Rus turistler Türkiye'ye seyahatlerini planlamaya bu ülkede hala terör tehdidi olduğunu göz önünde bulundurarak dikkatli yaklaşmaları gerek.""",0
376,"""İmza, Serdengeçti ... Merhum Dr. İbrahim Sadullah Nutku'yu, güzellikleri aksettiren bir ayna olarak , yine kendisi gibi <Hakk'ın rahmetine kavuşmuş> O. Y. Serdengeçti'nin bir yazısı  ile takdim etmek istedim.""",1
286,Yarın öbür gün başka <fındıklar kırdığıda> ortaya  çıkarsa şaşırmayın.,1
377,Dr. Sadullah Ağabey'imiz 1972 Ağustos'unun sonlarında bir trafik  kazası ile Cenab - ı <Hakk'ın rahmetine kavuştu>.,1
349,"Çok hızlı yemek yemek, aşırı alkol ve sigara kullanmak hıçkırığa neden olabilir. Hıçkırık, <göğüs> boşluğu ile karın boşluğunu birbirinden ayıran ve diyafram adı verilen kasın istem dışı kasılmasını takiben ses tellerinin bulunduğu gırtlak bölgesinin aniden kapanmasıyla oluşur ve bu sırada bir 'hık' sesi duyulur. Dakikada 10 - 30 kez tekrarlayabilen bu kasılmalar diyaframdan başka kaburgalar arasındaki kaslarda da saptanabilir.",0
567,"Yaralılar, Elmadağ'da yapılan ilk müdahalenin ardından Ankara'daki hastanelere sevk edilirken hayatını <kaybeden> Mustafa Sarıkan'ın cesedi ise savcılık incelemesinin ardından Elmadağ Devlet Hastanesi morguna kaldırıldı. Polis ekipleri, patlama ile ilgili soruşturma başlattı. Camide su ısıtıcısı patladı: 1 ölü, 3 yaralı  -  VİDEO",1
610,"Halk Plajı'nda serinlemek amacıyla denize giren Halis Balıkçı (73), bir süre sonra çırpınmaya başladı. Suda <kaybolan> yaşlı adam, Karasu Belediyesi cankurtaran ekiplerince kıyıya çıkarıldı. Sağlık ekiplerinin ilk müdahalesinin ardından Karasu Devlet Hastanesi'ne kaldırılan Balıkçı, buradaki müdahalelere rağmen hayatını kaybetti. 4 çocuk babası olduğu öğrenilen Balıkçı'nın cesedi otopsi için İstanbul Adli Tıp Kurumu'na gönderildi.",0
844,"Emekli astsubay olan ve daha önce felç geçiren Dalyan Ergün, saat 02.00 sıralarında, Yenimahalle'deki evinde <vefat etti>. Evli ve 2 çocuk babası olan Dalyan Ergün'ün ölüm haberini alınca cenazeye katılmak için İznik'e gelen Halil Ergün, ağabeyinin felç geçirdikten sonra 3 yıldır evden çıkamadığını söyledi.",1
585,"Avrupa yakasından Anadolu yakasına geçiş yolundan Boğaziçi Köprüsü üzerine gelen bir grup, ""Bir arkadaşlarının gözaltına alındıktan sonra <kaybolduğu>"" iddiasıyla pankart açarak eylem yapmak istedi. Kısa süreli trafiği aksatan 13 kişi, olay yerine gelen polis ekiplerince gözaltına alındı. Bu kişiler, ifadelerine başvurulmak üzere Çengelköy Sabancı Polis Merkezi'ne götürüldü.",0
152,"Uzun zamandır <birlikte olduğu> kız arkadaşıyla aile arasında düzenlenen bir törenle nişanlanan Serkan Seki, fotoğraflarını: ""Artık nişanlı bir çiftiz. Şu yüzük takma işine de alıştım mı tamamdır."" notuyla kişisel sosyal medya hesabından paylaştı.",0
